order_id,customer_id,product_id,order_date,quantity,sales,discount,profit
O105817,C2806,P1005,2024-03-01,2,78640.61,13877.75,12319.11
O105818,C3966,P1169,2025-03-21,2,6484.18,720.46,782.26
O105819,C4645,P1238,2024-04-27,3,3598.52,189.4,236.1
O105820,C5203,P1072,2024-06-14,1,6972.71,774.75,1085.69
O105821,C1981,P1294,2024-05-25,2,831.56,92.4,71.86
O105822,C1439,P1186,2024-09-21,1,32826.4,0.0,5240.27
O105823,C1599,P1236,2025-03-17,3,2818.82,704.71,-80.97
O105824,C1831,P1232,2025-09-20,1,532.7,133.17,67.73
O105825,C2644,P1043,2025-04-17,3,67810.58,7534.51,8297.65
O105826,C1152,P1256,2025-06-05,4,472.32,0.0,25.49
O105827,C5162,P1037,2025-09-14,2,81533.83,4291.25,7767.79
O105828,C5240,P1298,2024-12-01,1,833.0,92.56,116.15
O105829,C4582,P1189,2024-03-12,5,106763.33,5619.12,12358.77
O105830,C2790,P1186,2024-06-22,1,32826.4,0.0,5561.21
O105831,C4547,P1286,2025-12-23,2,56323.56,0.0,9482.07
O105832,C3899,P1130,2025-08-30,1,20030.69,1054.25,3204.46
O105833,C4339,P1150,2025-12-25,2,30983.32,0.0,2196.35
O105834,C1454,P1204,2024-07-01,1,255.79,0.0,33.04
O105835,C5381,P1067,2024-04-19,1,25507.34,2834.15,2448.78
O105836,C2755,P1034,2025-10-22,2,65417.13,7268.57,4231.46
O105837,C2365,P1295,2025-12-30,1,15896.92,1766.32,2405.44
O105838,C2964,P1222,2024-11-17,2,1483.27,78.07,193.68
O105839,C2249,P1172,2025-12-16,2,27444.85,6861.21,3955.31
O105840,C5977,P1084,2025-04-28,2,49149.4,8673.42,7162.46
O105841,C4264,P1240,2025-09-09,1,177.78,19.75,24.53
O105842,C5478,P1200,2024-06-11,3,2311.59,0.0,191.0
O105843,C5756,P1130,2025-02-21,1,18976.45,2108.49,4193.71
O105844,C3936,P1140,2024-04-21,1,6282.04,0.0,1218.63
O105845,C4999,P1284,2025-07-05,1,462.86,0.0,55.43
O105846,C5516,P1076,2024-06-22,2,72922.28,8102.48,10706.93
O105847,C1754,P1023,2025-09-15,1,30441.14,3382.35,3469.15
O105848,C2365,P1231,2025-02-10,2,1863.38,0.0,192.86
O105849,C3012,P1068,2025-05-15,2,15575.08,819.74,966.78
O105850,C4140,P1264,2025-05-17,1,2112.46,111.18,163.42
O105851,C4859,P1179,2025-10-21,1,28431.3,5017.29,4219.21
O105852,C2734,P1172,2024-12-17,2,34306.06,0.0,7650.55
O105853,C5202,P1073,2024-10-16,1,41986.01,4665.11,6617.24
O105854,C4305,P1252,2025-07-28,2,697.58,0.0,67.41
O105855,C2869,P1231,2024-10-19,4,3726.76,0.0,383.59
O105856,C4432,P1252,2025-04-06,1,348.79,0.0,31.34
O105857,C5248,P1161,2025-11-15,5,126732.52,6670.13,21978.57
O105858,C2693,P1073,2025-04-10,2,93302.24,0.0,13937.52
O105859,C2949,P1172,2025-03-13,1,17153.03,0.0,2753.27
O105860,C4489,P1183,2024-07-13,1,13922.7,3480.68,2120.61
O105861,C3151,P1059,2024-08-30,1,48410.55,2547.92,5113.08
O105862,C1893,P1298,2025-03-15,1,925.56,0.0,73.46
O105863,C5256,P1125,2025-02-03,1,5471.06,607.9,833.56
O105864,C2006,P1035,2025-11-19,1,70398.86,7822.1,10157.91
O105865,C2244,P1230,2024-11-18,1,468.43,24.65,62.21
O105866,C5341,P1194,2025-05-08,3,45944.96,5105.0,4641.47
O105867,C4239,P1019,2025-08-12,1,49255.29,2592.38,-4601.77
O105868,C3161,P1111,2025-05-01,4,12752.72,0.0,1174.88
O105869,C2916,P1031,2024-07-28,2,51774.91,9136.75,5176.11
O105870,C1927,P1117,2025-08-24,4,46259.08,0.0,7399.51
O105871,C1359,P1017,2025-03-31,1,78825.44,13910.37,6774.97
O105872,C5531,P1019,2024-12-16,1,44070.52,7777.15,-3499.53
O105873,C1240,P1246,2025-06-17,3,503.28,0.0,61.7
O105874,C1332,P1085,2025-08-29,3,8610.73,956.75,1337.37
O105875,C4780,P1221,2025-12-10,4,2942.05,519.19,239.02
O105876,C5467,P1257,2025-06-22,4,124.64,6.56,17.62
O105877,C4564,P1206,2024-03-07,1,142.97,15.89,13.04
O105878,C2225,P1018,2025-03-11,1,74476.24,3919.8,8314.83
O105879,C2374,P1247,2025-03-29,3,213.33,0.0,13.91
O105880,C5809,P1093,2024-02-22,5,28195.55,0.0,3676.91
O105881,C4517,P1203,2024-09-21,1,678.43,75.38,30.45
O105882,C5137,P1296,2024-03-04,2,658.24,34.64,64.79
O105883,C3234,P1017,2024-10-13,1,78825.44,13910.37,8570.62
O105884,C4890,P1044,2024-11-19,3,230557.8,0.0,24544.8
O105885,C5917,P1251,2024-11-06,2,390.22,20.54,19.92
O105886,C2791,P1229,2025-07-09,1,780.17,0.0,71.69
O105887,C2625,P1283,2024-09-02,1,7828.72,0.0,1232.58
O105888,C1231,P1299,2024-09-27,2,39689.35,4409.93,9205.29
O105889,C4715,P1022,2025-01-21,2,100220.59,5274.77,11362.87
O105890,C2214,P1267,2024-04-12,4,9654.08,1072.68,910.39
O105891,C2278,P1060,2024-06-27,1,10430.71,548.98,1521.4
O105892,C4191,P1257,2025-04-05,1,27.88,4.92,4.33
O105893,C4721,P1190,2025-09-12,1,31523.05,3502.56,6108.0
O105894,C3049,P1300,2025-04-28,1,23696.07,0.0,4542.58
O105895,C5716,P1295,2025-09-02,1,15896.92,1766.32,2984.92
O105896,C1812,P1082,2024-05-18,1,15840.25,0.0,811.99
O105897,C3650,P1157,2024-03-09,3,38986.33,4331.81,3203.6
O105898,C4110,P1289,2025-08-17,3,31005.87,0.0,4213.83
O105899,C4110,P1233,2024-02-24,2,2676.5,0.0,275.27
O105900,C4316,P1163,2025-10-10,1,26910.05,1416.32,2050.34
O105901,C4201,P1215,2024-10-31,1,249.93,27.77,22.88
O105902,C4954,P1032,2024-01-20,1,45201.09,7976.66,3849.6
O105903,C5073,P1218,2025-05-03,1,1398.45,0.0,81.71
O105904,C5893,P1260,2025-12-29,5,5206.05,578.45,-428.57
O105905,C5695,P1131,2025-03-15,2,34908.1,3878.68,5564.47
O105906,C3610,P1040,2025-08-11,2,99358.56,5229.4,7723.83
O105907,C4543,P1030,2024-05-31,2,19598.99,1031.53,2119.32
O105908,C3019,P1054,2025-11-07,1,10207.44,0.0,1965.38
O105909,C4284,P1176,2025-02-06,3,51836.71,5759.63,8401.93
O105910,C1040,P1001,2025-07-08,5,371213.83,19537.57,25059.13
O105911,C2852,P1300,2024-01-15,2,45022.53,2369.61,10210.25
O105912,C5555,P1114,2024-09-14,1,10072.62,1119.18,1808.77
O105913,C4405,P1148,2024-04-30,3,27116.99,3013.0,5079.7
O105914,C1091,P1125,2025-11-04,2,12157.9,0.0,1924.1
O105915,C3630,P1208,2024-07-23,4,714.03,126.01,70.57
O105916,C2841,P1078,2025-02-07,2,47050.59,2476.35,6716.44
O105917,C5043,P1260,2025-06-17,1,1099.06,57.85,133.27
O105918,C1581,P1247,2024-07-08,1,56.89,14.22,5.55
O105919,C4047,P1228,2025-07-03,1,623.36,0.0,52.82
O105920,C4575,P1265,2025-04-24,1,1886.03,0.0,243.03
O105921,C4000,P1229,2024-03-30,3,2106.46,234.05,263.51
O105922,C2395,P1089,2024-07-02,1,9412.73,1045.86,869.35
O105923,C4960,P1203,2024-05-02,2,1507.62,0.0,162.43
O105924,C4963,P1156,2024-06-03,2,38238.52,4248.72,5787.53
O105925,C2815,P1206,2024-05-23,1,150.92,7.94,5.63
O105926,C2352,P1283,2025-03-19,1,7437.28,391.44,318.96
O105927,C4345,P1023,2025-02-20,3,96396.95,5073.52,10141.91
O105928,C2854,P1055,2024-12-23,2,92394.07,10266.01,5941.29
O105929,C2737,P1284,2024-03-03,2,879.43,46.29,120.18
O105930,C3258,P1066,2025-06-14,1,9422.86,1046.98,977.55
O105931,C3292,P1147,2025-07-28,1,18713.31,2079.26,3038.12
O105932,C5145,P1113,2025-07-15,1,12679.84,0.0,3053.35
O105933,C5765,P1249,2025-05-09,1,36.81,0.0,2.76
O105934,C4584,P1073,2025-03-05,5,221592.82,11662.78,22390.63
O105935,C1457,P1047,2025-06-03,1,28028.4,7007.1,4497.11
O105936,C2700,P1012,2024-10-01,1,85492.92,0.0,10088.7
O105937,C1953,P1094,2024-08-03,2,1260.12,0.0,189.27
O105938,C4343,P1270,2025-02-20,2,1738.78,0.0,162.04
O105939,C4013,P1254,2025-02-06,1,98.01,10.89,11.5
O105940,C5928,P1016,2024-04-21,1,45254.79,5028.31,7092.43
O105941,C3237,P1294,2024-08-10,2,831.56,92.4,112.48
O105942,C1544,P1110,2024-04-29,3,20227.5,0.0,1951.07
O105943,C4015,P1041,2024-11-10,1,10004.04,1765.42,494.12
O105944,C2848,P1029,2025-07-20,2,120533.59,6343.87,10779.67
O105945,C1895,P1088,2024-03-06,1,5216.66,274.56,-262.37
O105946,C2866,P1105,2025-03-25,1,2374.03,418.95,347.61
O105947,C2196,P1192,2024-05-23,1,27460.94,6865.23,4721.29
O105948,C1990,P1033,2025-02-18,3,227898.54,0.0,32797.11
O105949,C3411,P1154,2024-03-01,1,27622.72,0.0,5168.04
O105950,C5050,P1034,2024-05-16,2,72685.7,0.0,9576.95
O105951,C5422,P1187,2025-03-28,4,195338.64,0.0,30656.75
O105952,C2310,P1193,2025-11-30,1,24552.16,1292.22,3486.41
O105953,C3242,P1207,2025-08-09,1,693.5,0.0,48.93
O105954,C5202,P1133,2025-12-26,1,10114.62,0.0,1627.05
O105955,C5957,P1127,2025-12-15,1,8463.96,940.44,1150.03
O105956,C5241,P1082,2025-02-12,1,13464.21,2376.04,1346.83
O105957,C3470,P1278,2025-05-15,2,2244.38,118.12,242.7
O105958,C5352,P1287,2024-11-10,2,76791.43,4041.65,9271.85
O105959,C4546,P1032,2025-09-18,3,159533.25,0.0,12033.54
O105960,C1576,P1292,2024-05-19,1,2892.31,0.0,100.25
O105961,C1437,P1166,2024-09-09,3,63029.74,3317.36,8449.6
O105962,C5676,P1184,2025-11-16,2,16386.7,0.0,3166.38
O105963,C5609,P1203,2025-08-08,1,678.43,75.38,68.88
O105964,C3294,P1062,2024-02-28,1,41151.85,10287.96,5951.68
O105965,C4334,P1283,2024-06-14,4,26617.65,4697.23,3384.29
O105966,C2554,P1280,2025-08-15,2,1562.3,0.0,-77.62
O105967,C4524,P1123,2025-02-08,1,6756.18,1689.04,-195.51
O105968,C3234,P1110,2025-07-24,1,6742.5,0.0,527.08
O105969,C2754,P1270,2024-10-02,3,2608.17,0.0,163.55
O105970,C3206,P1146,2025-07-28,3,47451.99,5272.44,9334.71
O105971,C3279,P1082,2025-05-16,1,14256.22,1584.02,1947.67
O105972,C5708,P1222,2025-02-10,2,1249.07,312.27,95.69
O105973,C5418,P1005,2025-03-03,1,46259.18,0.0,5109.36
O105974,C1973,P1223,2024-02-06,1,795.52,140.39,87.4
O105975,C2416,P1198,2025-07-21,2,346.07,61.07,32.71
O105976,C2527,P1138,2025-03-22,3,89144.14,22286.03,21972.86
O105977,C1064,P1166,2024-06-17,4,75193.38,13269.42,12452.92
O105978,C3662,P1162,2024-03-16,3,46296.45,0.0,7648.47
O105979,C3406,P1073,2025-10-14,1,44318.56,2332.56,5764.28
O105980,C1626,P1292,2024-11-19,1,2892.31,0.0,335.44
O105981,C5965,P1151,2024-08-17,3,46657.29,2455.65,6301.98
O105982,C4824,P1149,2025-09-29,2,68811.5,0.0,10118.99
O105983,C1926,P1183,2024-02-19,1,16533.21,870.17,2970.76
O105984,C4538,P1212,2025-10-01,1,229.57,40.51,29.86
O105985,C2712,P1141,2024-10-15,1,39691.96,0.0,6783.36
O105986,C4194,P1064,2025-07-30,3,67431.84,0.0,3728.84
O105987,C3344,P1124,2024-01-25,1,7271.85,382.73,1307.78
O105988,C1698,P1186,2025-07-06,2,62370.16,3282.64,-2557.25
O105989,C3300,P1074,2025-04-24,1,24737.38,6184.34,2818.55
O105990,C5810,P1054,2025-10-08,1,9186.7,1020.74,920.27
O105991,C4766,P1045,2024-05-17,1,30739.5,3415.5,4940.73
O105992,C4168,P1110,2024-03-17,1,6742.5,0.0,739.17
O105993,C5204,P1235,2025-06-24,1,735.25,0.0,105.49
O105994,C5142,P1135,2025-05-02,3,110847.6,0.0,14125.85
O105995,C5438,P1093,2025-10-25,1,4793.24,845.87,562.69
O105996,C1560,P1202,2025-07-24,4,1003.16,0.0,167.46
O105997,C1655,P1238,2025-03-06,1,1136.38,126.26,224.39
O105998,C4988,P1025,2025-08-24,2,146520.29,7711.59,16068.75
O105999,C5981,P1283,2025-04-29,1,7828.72,0.0,926.9
O106000,C3829,P1031,2024-04-19,1,30455.83,0.0,4747.33
O106001,C5828,P1217,2024-11-08,1,429.12,0.0,31.59
O106002,C4341,P1016,2024-06-10,2,90509.58,10056.62,9039.37
O106003,C1439,P1091,2024-03-05,2,15461.19,1717.91,1443.34
O106004,C5617,P1115,2024-04-28,2,41820.46,0.0,8963.28
O106005,C5191,P1059,2024-11-10,1,50958.47,0.0,5828.23
O106006,C3689,P1061,2025-02-17,1,36310.4,0.0,4068.06
O106007,C4745,P1109,2024-10-26,1,3480.43,614.19,433.41
O106008,C2774,P1231,2025-12-14,4,3167.75,559.01,274.86
O106009,C4103,P1148,2024-10-08,2,20086.66,0.0,-1413.35
O106010,C3070,P1248,2024-12-19,1,134.05,14.89,15.18
O106011,C3649,P1243,2025-04-01,1,489.96,0.0,15.8
O106012,C4215,P1074,2024-06-15,2,58751.27,3092.17,5583.44
O106013,C1286,P1135,2025-01-09,1,35101.74,1847.46,6123.64
O106014,C1492,P1185,2024-06-13,1,15277.43,1697.49,2251.17
O106015,C1427,P1083,2025-10-25,1,46449.18,0.0,5794.63
O106016,C3997,P1147,2024-11-28,5,88368.42,15594.43,10556.68
O106017,C3070,P1090,2025-07-06,2,15861.63,2799.11,1291.12
O106018,C3506,P1061,2024-11-24,2,61727.68,10893.12,6056.12
O106019,C3508,P1023,2025-06-04,3,86249.9,15220.57,10093.69
O106020,C1213,P1191,2024-04-02,2,58625.81,3085.57,9011.22
O106021,C4971,P1145,2025-10-22,1,28130.64,0.0,3853.78
O106022,C4521,P1222,2024-08-11,2,1249.07,312.27,161.57
O106023,C4466,P1021,2024-12-16,1,88531.01,0.0,9153.89
O106024,C1181,P1252,2025-07-08,1,313.91,34.88,23.75
O106025,C4290,P1287,2025-11-01,1,40416.54,0.0,3374.21
O106026,C3511,P1091,2025-01-23,1,7730.59,858.96,999.12
O106027,C4823,P1293,2024-10-29,2,32093.74,5663.6,4152.7
O106028,C1496,P1047,2024-12-11,2,66567.45,3503.55,11058.4
O106029,C4759,P1160,2024-07-29,2,30745.19,3416.13,4437.71
O106030,C5810,P1280,2024-10-11,1,742.09,39.06,-61.58
O106031,C5245,P1130,2025-07-31,1,18976.45,2108.49,4085.79
O106032,C5470,P1280,2025-05-25,3,2226.28,117.17,-76.23
O106033,C1396,P1061,2025-08-07,5,172474.4,9077.6,19168.51
O106034,C3658,P1086,2024-08-13,3,22388.94,1178.37,2565.05
O106035,C2245,P1193,2024-10-27,4,98208.64,5168.88,20040.77
O106036,C3739,P1017,2024-03-08,1,83462.23,9273.58,12750.94
O106037,C4546,P1072,2025-04-07,3,18593.9,4648.48,1095.58
O106038,C4761,P1213,2025-05-29,1,76.43,4.02,8.84
O106039,C5967,P1040,2025-09-24,1,49679.28,2614.7,5288.14
O106040,C5794,P1110,2025-10-05,1,6742.5,0.0,890.57
O106041,C2248,P1168,2024-01-21,3,59556.85,3134.57,9580.7
O106042,C5562,P1228,2024-05-06,1,592.19,31.17,65.38
O106043,C5413,P1157,2025-07-11,1,11551.5,2887.88,1588.36
O106044,C4632,P1022,2024-12-04,1,47472.91,5274.77,3059.22
O106045,C2296,P1178,2024-09-11,4,48650.98,5405.66,3780.16
O106046,C1948,P1138,2024-11-29,2,70572.44,3714.34,7522.73
O106047,C3179,P1119,2025-11-10,1,22828.61,1201.51,4836.95
O106048,C1203,P1100,2025-11-30,1,3411.56,0.0,565.76
O106049,C2446,P1246,2024-04-11,1,167.76,0.0,23.89
O106050,C1384,P1193,2025-04-17,2,46519.88,5168.88,4426.67
O106051,C3638,P1011,2025-04-15,4,234468.94,26052.1,35221.65
O106052,C4107,P1213,2024-11-11,1,80.45,0.0,9.79
O106053,C1570,P1088,2025-07-08,1,4942.1,549.12,376.13
O106054,C5374,P1285,2024-05-18,2,67272.38,0.0,10863.11
O106055,C1496,P1136,2024-04-15,1,29947.62,3327.51,5135.69
O106056,C2987,P1105,2024-09-12,2,5306.66,279.3,989.04
O106057,C3512,P1037,2025-09-30,3,122300.74,6436.88,20571.36
O106058,C3942,P1039,2024-01-28,2,29443.76,5195.96,2241.7
O106059,C2617,P1223,2024-10-22,2,1684.64,187.18,166.91
O106060,C4581,P1289,2025-03-26,4,35139.99,6201.17,4515.23
O106061,C2714,P1119,2024-01-23,1,24030.12,0.0,3788.26
O106062,C2272,P1172,2024-07-16,2,30875.45,3430.61,6523.52
O106063,C3270,P1287,2025-04-24,1,36374.89,4041.65,3087.88
O106064,C1576,P1281,2025-07-18,1,1282.58,67.5,137.12
O106065,C5839,P1207,2024-01-04,2,1178.95,208.05,74.77
O106066,C3766,P1250,2025-05-10,1,255.96,13.47,28.0
O106067,C1722,P1156,2025-11-15,1,19119.26,2124.36,3081.77
O106068,C4971,P1148,2024-12-29,1,9039.0,1004.33,1774.86
O106069,C4618,P1132,2025-01-09,3,10622.74,1180.3,2454.7
O106070,C3152,P1027,2025-08-01,2,148690.01,7825.79,12466.98
O106071,C5933,P1183,2025-10-02,4,62652.17,6961.35,12365.61
O106072,C3511,P1090,2024-08-03,1,8397.33,933.04,1379.61
O106073,C2068,P1216,2025-05-02,1,436.37,22.97,-25.41
O106074,C4953,P1210,2025-06-14,2,1550.5,0.0,179.49
O106075,C5631,P1098,2025-11-15,3,5916.6,311.4,1045.0
O106076,C2321,P1221,2024-11-02,1,865.31,0.0,68.86
O106077,C1036,P1052,2025-01-30,1,31870.75,0.0,4090.29
O106078,C4072,P1076,2024-10-04,1,34435.52,6076.86,3158.51
O106079,C4684,P1205,2024-08-25,1,589.81,31.04,55.79
O106080,C2312,P1193,2024-09-01,1,20675.5,5168.88,3930.82
O106081,C5824,P1263,2024-02-28,4,4562.6,506.96,213.12
O106082,C1842,P1031,2025-06-25,5,152279.15,0.0,22130.18
O106083,C5004,P1211,2024-07-04,2,994.32,0.0,94.92
O106084,C5384,P1065,2025-03-02,2,49031.82,5447.98,6077.62
O106085,C1854,P1103,2025-10-23,1,5679.59,298.93,721.95
O106086,C3516,P1037,2024-11-05,1,42912.54,0.0,6719.31
O106087,C1147,P1094,2025-12-18,1,598.56,31.5,110.78
O106088,C4238,P1062,2024-02-14,1,46295.83,5143.98,6733.89
O106089,C3747,P1157,2024-01-27,2,27434.82,1443.94,5254.86
O106090,C4897,P1050,2024-09-03,1,44054.95,4894.99,8018.35
O106091,C3514,P1174,2024-07-06,4,32345.16,0.0,4731.26
O106092,C2781,P1216,2025-07-17,1,436.37,22.97,52.54
O106093,C1686,P1120,2024-05-28,1,13819.47,0.0,2584.34
O106094,C1267,P1275,2025-08-26,3,3781.44,199.02,464.11
O106095,C3655,P1039,2025-01-11,3,51959.58,0.0,7744.57
O106096,C5575,P1290,2024-06-22,1,3408.68,378.74,967.84
O106097,C4848,P1180,2024-11-30,3,114994.62,0.0,11136.32
O106098,C2975,P1118,2025-04-13,1,10060.16,2515.04,1898.18
O106099,C5933,P1009,2025-12-17,1,31217.18,0.0,3107.61
O106100,C1933,P1258,2024-02-16,1,437.39,48.6,53.08
O106101,C5989,P1283,2024-09-15,2,14091.7,1565.74,1483.69
O106102,C2156,P1028,2024-11-27,1,64184.93,7131.66,6919.18
O106103,C1845,P1080,2025-03-08,1,15179.48,2678.73,2767.71
O106104,C5280,P1171,2025-10-05,1,14842.33,1649.15,2969.0
O106105,C3338,P1101,2025-08-03,1,544.31,0.0,70.45
O106106,C5456,P1182,2025-01-06,1,30292.86,0.0,3066.97
O106107,C4766,P1177,2024-01-12,5,107941.9,5681.15,20389.46
O106108,C1788,P1124,2024-06-26,1,7271.85,382.73,1450.41
O106109,C1614,P1219,2025-07-31,2,2028.64,358.0,142.33
O106110,C3235,P1007,2024-12-16,2,153591.65,27104.41,27944.0
O106111,C3826,P1190,2025-05-20,2,66548.66,3502.56,10220.41
O106112,C3120,P1100,2025-05-22,3,10234.68,0.0,1132.82
O106113,C2064,P1067,2025-10-25,2,53848.83,2834.15,6547.89
O106114,C2092,P1002,2024-07-21,4,316094.76,35121.64,-28187.48
O106115,C3563,P1009,2025-12-04,2,53069.21,9365.15,3798.04
O106116,C1073,P1243,2025-02-17,1,465.46,24.5,41.85
O106117,C3195,P1253,2024-04-09,1,271.32,47.88,36.29
O106118,C1176,P1300,2025-06-19,1,21326.46,2369.61,3969.99
O106119,C5371,P1263,2025-11-25,4,4309.13,760.43,271.9
O106120,C4125,P1063,2025-12-21,3,94989.59,16762.87,9020.49
O106121,C1803,P1063,2024-07-05,1,37250.82,0.0,4618.72
O106122,C4860,P1232,2025-09-07,1,632.58,33.29,80.23
O106123,C3464,P1143,2025-11-21,1,37144.53,0.0,8428.99
O106124,C3567,P1268,2025-02-28,2,904.9,100.54,98.47
O106125,C2285,P1014,2024-02-20,1,91562.29,0.0,13998.45
O106126,C2979,P1087,2024-04-17,1,1538.68,0.0,73.99
O106127,C5386,P1061,2025-05-22,4,145241.6,0.0,13878.17
O106128,C1738,P1195,2024-09-28,2,42758.16,10689.54,6731.83
O106129,C4145,P1221,2025-01-11,3,2466.13,129.8,182.55
O106130,C2088,P1075,2025-10-02,1,33078.05,1740.95,4934.01
O106131,C3227,P1249,2025-03-18,2,69.94,3.68,6.75
O106132,C3677,P1020,2024-03-01,1,48193.7,5354.86,1664.95
O106133,C1614,P1003,2024-11-02,3,218762.89,11513.84,18839.7
O106134,C1409,P1174,2025-10-09,3,23045.93,1212.94,3549.76
O106135,C3414,P1286,2025-08-30,1,26753.69,1408.09,1854.52
O106136,C3056,P1088,2025-04-05,2,10433.32,549.12,1352.52
O106137,C5588,P1177,2024-12-14,1,22724.61,0.0,3760.7
O106138,C4510,P1259,2025-08-14,1,42.68,0.0,6.72
O106139,C5480,P1031,2025-01-25,1,28933.04,1522.79,3725.56
O106140,C5627,P1288,2024-10-20,1,18437.76,0.0,3483.99
O106141,C1105,P1187,2024-04-24,1,43951.19,4883.47,6293.89
O106142,C5395,P1054,2024-08-11,3,30622.32,0.0,1329.53
O106143,C5798,P1153,2025-08-06,2,39090.91,4343.43,5767.79
O106144,C3268,P1046,2025-12-08,3,116710.93,12967.88,6432.14
O106145,C4211,P1010,2025-03-11,1,80250.25,14161.81,6247.64
O106146,C2740,P1061,2025-03-06,3,103484.64,5446.56,14388.37
O106147,C1505,P1260,2025-04-25,2,2313.8,0.0,273.65
O106148,C2322,P1140,2025-05-15,3,16961.51,1884.61,3417.08
O106149,C1419,P1103,2025-03-22,1,5081.74,896.78,622.51
O106150,C3432,P1096,2025-11-07,2,14271.2,0.0,1768.44
O106151,C4302,P1279,2025-10-01,1,2636.84,138.78,318.22
O106152,C1031,P1193,2024-12-12,1,25844.38,0.0,2484.85
O106153,C2148,P1294,2024-07-26,1,461.98,0.0,74.03
O106154,C1385,P1140,2024-02-29,1,5653.84,628.2,599.02
O106155,C5835,P1224,2025-03-09,1,615.41,68.38,36.07
O106156,C5010,P1007,2024-06-30,1,81313.23,9034.8,10161.32
O106157,C1166,P1205,2024-05-22,3,1583.17,279.38,118.42
O106158,C5073,P1225,2025-03-31,1,474.05,0.0,37.93
O106159,C5136,P1264,2025-06-28,1,2001.28,222.36,273.38
O106160,C5021,P1106,2025-07-10,4,26083.72,0.0,2876.15
O106161,C5388,P1168,2024-10-06,1,18807.43,2089.71,2376.51
O106162,C3338,P1200,2025-01-04,1,693.48,77.05,65.2
O106163,C2208,P1221,2024-12-01,5,4326.55,0.0,431.12
O106164,C5352,P1253,2025-04-13,2,574.56,63.84,65.41
O106165,C5170,P1103,2024-09-28,1,5978.52,0.0,765.34
O106166,C2398,P1033,2025-05-12,1,64571.25,11394.93,8976.54
O106167,C3932,P1289,2024-05-29,1,9301.76,1033.53,974.87
O106168,C3802,P1179,2024-01-31,1,31776.16,1672.43,5605.85
O106169,C3435,P1050,2024-11-24,2,88109.89,9789.99,15064.56
O106170,C4065,P1280,2024-12-13,2,1406.07,156.23,123.4
O106171,C1435,P1296,2025-02-11,1,329.12,17.32,35.63
O106172,C3276,P1041,2025-10-02,1,11769.46,0.0,1949.47
O106173,C2424,P1276,2024-08-17,2,1499.17,166.57,121.68
O106174,C1014,P1182,2024-02-13,2,48468.58,12117.14,4535.71
O106175,C3606,P1054,2024-07-23,1,10207.44,0.0,1421.39
O106176,C2834,P1065,2025-05-07,2,51755.81,2723.99,7537.02
O106177,C3158,P1059,2025-12-04,4,193642.19,10191.69,21940.42
O106178,C1571,P1129,2025-02-06,1,13920.41,732.65,1987.1
O106179,C3542,P1241,2024-07-18,1,324.14,17.06,41.57
O106180,C2372,P1220,2025-06-09,1,1261.94,140.22,139.7
O106181,C1004,P1132,2024-07-29,1,3737.63,196.72,630.5
O106182,C4902,P1253,2025-10-12,2,606.48,31.92,18.22
O106183,C4173,P1291,2024-04-14,1,8713.41,458.6,934.08
O106184,C3652,P1278,2025-10-10,2,1890.0,472.5,189.19
O106185,C4133,P1071,2025-03-10,1,13704.98,1522.78,1105.96
O106186,C2639,P1242,2025-08-23,3,1179.7,62.09,148.31
O106187,C1616,P1053,2025-04-09,1,40822.82,10205.71,5500.88
O106188,C2792,P1261,2024-11-11,5,7940.12,1985.03,985.39
O106189,C4944,P1090,2025-05-13,1,9330.37,0.0,938.01
O106190,C4064,P1028,2024-05-09,4,242476.41,42789.95,-17973.08
O106191,C4953,P1001,2024-08-18,1,66427.74,11722.54,5740.45
O106192,C5501,P1211,2025-06-08,1,422.59,74.57,30.62
O106193,C2259,P1078,2024-01-19,3,63146.85,11143.56,8722.49
O106194,C5555,P1210,2025-07-04,1,658.96,116.29,17.27
O106195,C4339,P1104,2024-03-15,1,5526.44,0.0,609.93
O106196,C3824,P1026,2024-04-18,1,86144.0,4533.89,12311.55
O106197,C3526,P1113,2024-03-18,5,57059.28,6339.92,9937.29
O106198,C3338,P1101,2025-06-24,2,1088.62,0.0,217.66
O106199,C1387,P1129,2024-01-12,1,14653.06,0.0,2595.31
O106200,C1290,P1106,2025-06-24,1,6520.93,0.0,309.61
O106201,C2669,P1116,2025-08-28,3,61566.73,3240.35,13938.87
O106202,C2019,P1195,2025-01-30,1,24051.46,2672.38,3551.84
O106203,C1448,P1119,2024-03-17,1,19224.1,4806.02,2253.67
O106204,C1130,P1163,2025-09-17,1,28326.37,0.0,5482.65
O106205,C5900,P1071,2024-06-15,1,15227.75,0.0,2425.77
O106206,C2064,P1282,2025-10-20,2,812.84,42.78,136.42
O106207,C5935,P1290,2025-03-27,2,7574.84,0.0,1457.29
O106208,C3734,P1043,2024-05-10,2,50230.06,0.0,5832.64
O106209,C1965,P1256,2024-03-07,3,354.24,0.0,31.75
O106210,C1728,P1178,2024-05-08,1,12838.45,675.71,1950.33
O106211,C2004,P1242,2025-02-24,4,1655.72,0.0,226.13
O106212,C2831,P1040,2024-03-08,5,261469.9,0.0,29413.13
O106213,C2030,P1208,2024-11-26,1,189.01,21.0,27.87
O106214,C5139,P1258,2025-11-02,3,1239.27,218.7,173.09
O106215,C2849,P1106,2025-12-16,2,11737.67,1304.19,-290.39
O106216,C3648,P1115,2024-04-30,2,41820.46,0.0,5684.98
